product_id,product_handle,productUrl,productImageUrl,photoFilenames,videoFilenames,productTitle,rating,title,author,email,body,created_at,published,reply,replied_at,publishedReply,tags,location
101,eter-karkoto,https://energixwear.hu/eter,https://energixwear.hu/assets/EnergiX/Eter/Éter-háttérrel-200w.webp,,,ÉTER KARKÖTŐ,5,Kiváló minőség,Sz. Erik,,"Nagyon jó termék, illett az elvárásaimhoz, nagyon ajánlom.",2025-06-14,TRUE,,,TRUE,,Hungary
