product_id,productName,productDescription,productUrl,productImageUrl,productPrice,spec_upc,spec_sku,spec_brand,spec_mpn,productType
101,Éter Karkötő,Az Éter karkötő a természet erejét hozza el csuklódra energikusságot és stílust adva.,https://energixwear.hu/eter,http://energixwear.hu/assets/EnergiX/Eter/Éter-háttérrel-1200w.webp,31500,,,,,Bracelet
