product_id,productName,productDescription,productUrl,productImageUrl,productPrice,spec_upc,spec_sku,spec_brand,spec_mpn,productType
102,Zafír Karkötő,A Zafír karkötő sportos dizájnnal és energizáló pontjaival tökéletes választás aktív életmódodhoz.,https://energixwear.hu/zafir,https://energixwear.hu/assets/EnergiX/Zafir/Zafír_fehér_háttér-700w.webp,25200,,,,,Bracelet
